SeriesInstanceUID,StudyInstanceUID,Modality,SeriesDescription,Manufacturer,ManufacturerModelName,instanceCount,size_MB,license_short_name,SliceThickness,KVP,ConvolutionKernel,ScanOptions,PixelSpacing_row_mm,PixelSpacing_col_mm,Rows,Columns,XRayTubeCurrent_min,XRayTubeCurrent_max,Exposure_min,Exposure_max,SpiralPitchFactor,ReconstructionDiameter
1.3.6.1.4.1.32722.99.99.6600892222510441517902761822517132550,1.3.6.1.4.1.32722.99.99.257465191170103782535118384058316945456,CT,,SIEMENS,Sensation Open,184,96.8,CC BY-NC 3.0,3.0,140.0,['B30f'],['TM80PC4529'],0.9765625,0.9765625,512,512,80.0,80.0,400.0,400.0,,500.0
